lambda,log2_N,log2_delta,q0,L,log2_precision
128,14,24,39,5,4
128,14,24,39,6,4
128,14,24,39,7,4
128,14,24,39,8,4
128,14,24,39,9,4
128,14,24,39,10,4
128,14,24,39,11,4
128,14,24,39,12,4
128,14,24,39,13,4
128,14,24,39,14,4
128,14,24,40,1,4
128,14,24,40,2,4
128,14,24,40,3,4
128,14,24,40,4,4
128,14,24,40,5,4
128,14,24,40,6,4
128,14,24,40,7,4
128,14,24,40,8,4
128,14,24,40,9,4
128,14,24,40,10,4
128,14,24,40,11,4
128,14,24,40,12,4
128,14,24,40,13,4
128,14,24,40,14,4
128,14,24,41,1,4
128,14,24,41,2,4
128,14,24,41,3,4
128,14,24,41,4,4
128,14,24,41,5,4
128,14,24,41,6,4
128,14,24,41,7,4
128,14,24,41,8,4
128,14,24,41,9,4
128,14,24,41,10,4
128,14,24,41,11,4
128,14,24,41,12,4
128,14,24,41,13,4
128,14,24,41,14,4
128,14,24,42,1,4
128,14,24,42,2,4
128,14,24,42,3,4
128,14,24,42,4,4
128,14,24,42,5,4
128,14,24,42,6,4
128,14,24,42,7,4
128,14,24,42,8,4
128,14,24,42,9,4
128,14,24,42,10,4
128,14,24,42,11,4
128,14,24,42,12,4
128,14,24,42,13,4
128,14,24,42,14,4
128,14,24,43,1,4
128,14,24,43,2,4
128,14,24,43,3,4
128,14,24,43,4,4
128,14,24,43,5,4
128,14,24,43,6,4
128,14,24,43,7,4
128,14,24,43,8,4
128,14,24,43,9,4
128,14,24,43,10,4
128,14,24,43,11,4
128,14,24,43,12,4
128,14,24,43,13,4
128,14,24,43,14,4
128,14,24,44,1,4
128,14,24,44,2,4
128,14,24,44,3,4
128,14,24,44,4,4
128,14,24,44,5,4
128,14,24,44,6,4
128,14,24,44,7,4
128,14,24,44,8,4
128,14,24,44,9,4
128,14,24,44,10,4
128,14,24,44,11,4
128,14,24,44,12,4
128,14,24,44,13,4
128,14,24,44,14,4
128,14,24,45,1,4
128,14,24,45,2,4
128,14,24,45,3,4
128,14,24,45,4,4
128,14,24,45,5,4
128,14,24,45,6,4
128,14,24,45,7,4
128,14,24,45,8,4
128,14,24,45,9,4
128,14,24,45,10,4
128,14,24,45,11,4
128,14,24,45,12,4
128,14,24,45,13,4
128,14,24,45,14,4
128,14,24,46,1,4
128,14,24,46,2,4
128,14,24,46,3,4
128,14,24,46,4,4
128,14,24,46,5,4
128,14,24,46,6,4
128,14,24,46,7,4
128,14,24,46,8,4
128,14,24,46,9,4
128,14,24,46,10,4
128,14,24,46,11,4
128,14,24,46,12,4
128,14,24,46,13,4
128,14,24,46,14,4
128,14,24,47,1,4
128,14,24,47,2,4
128,14,24,47,3,4
128,14,24,47,4,4
128,14,24,47,5,4
128,14,24,47,6,4
128,14,24,47,7,4
128,14,24,47,8,4
128,14,24,47,9,4
128,14,24,47,10,4
128,14,24,47,11,4
128,14,24,47,12,4
128,14,24,47,13,4
128,14,24,47,14,4
128,14,25,27,1,5
128,14,25,27,2,5
128,14,25,27,3,5
128,14,25,27,4,5
128,14,25,27,5,5
128,14,25,27,6,5
128,14,25,27,7,5
128,14,25,27,8,5
128,14,25,27,9,5
128,14,25,27,10,5
128,14,25,27,11,5
128,14,25,27,12,5
128,14,25,27,13,5
128,14,25,27,14,5
128,14,25,28,1,5
128,14,25,28,2,5
128,14,25,28,3,5
128,14,25,28,4,5
128,14,25,28,5,5
128,14,25,28,6,5
128,14,25,28,7,5
128,14,25,28,8,5
128,14,25,28,9,5
128,14,25,28,10,5
128,14,25,28,11,5
128,14,25,28,12,5
128,14,25,28,13,5
128,14,25,28,14,5
128,14,25,29,1,5
128,14,25,29,2,5
128,14,25,29,3,5
128,14,25,29,4,5
128,14,25,29,5,5
128,14,25,29,6,5
128,14,25,29,7,5
128,14,25,29,8,5
128,14,25,29,9,5
128,14,25,29,10,5
128,14,25,29,11,5
128,14,25,29,12,5
128,14,25,29,13,5
128,14,25,29,14,5
128,14,25,30,1,5
128,14,25,30,2,5
128,14,25,30,3,5
128,14,25,30,4,5
128,14,25,30,5,5
128,14,25,30,6,5
128,14,25,30,7,5
128,14,25,30,8,5
128,14,25,30,9,5
128,14,25,30,10,5
128,14,25,30,11,5
128,14,25,30,12,5
128,14,25,30,13,5
128,14,25,30,14,5
128,14,25,31,1,5
128,14,25,31,2,5
128,14,25,31,3,5
128,14,25,31,4,5
128,14,25,31,5,5
128,14,25,31,6,5
128,14,25,31,7,5
128,14,25,31,8,5
128,14,25,31,9,5
128,14,25,31,10,5
128,14,25,31,11,5
128,14,25,31,12,5
128,14,25,31,13,5
128,14,25,31,14,5
128,14,25,32,1,5
128,14,25,32,2,5
128,14,25,32,3,5
128,14,25,32,4,5
128,14,25,32,5,5
128,14,25,32,6,5
128,14,25,32,7,5
128,14,25,32,8,5
128,14,25,32,9,5
128,14,25,32,10,5
128,14,25,32,11,5
128,14,25,32,12,5
128,14,25,32,13,5
128,14,25,32,14,5
128,14,25,33,1,5
128,14,25,33,2,5
128,14,25,33,3,5
128,14,25,33,4,5
128,14,25,33,5,5
128,14,25,33,6,5
128,14,25,33,7,5
128,14,25,33,8,5
128,14,25,33,9,5
128,14,25,33,10,5
128,14,25,33,11,5
128,14,25,33,12,5
128,14,25,33,13,5
128,14,25,33,14,5
128,14,25,34,1,5
128,14,25,34,2,5
128,14,25,34,3,5
128,14,25,34,4,5
128,14,25,34,5,5
128,14,25,34,6,5
128,14,25,34,7,5
128,14,25,34,8,5
128,14,25,34,9,5
128,14,25,34,10,5
128,14,25,34,11,5
128,14,25,34,12,5
128,14,25,34,13,5
128,14,25,34,14,5
128,14,25,35,1,5
128,14,25,35,2,5
128,14,25,35,3,5
128,14,25,35,4,5
128,14,25,35,5,5
128,14,25,35,6,5
128,14,25,35,7,5
128,14,25,35,8,5
128,14,25,35,9,5
128,14,25,35,10,5
128,14,25,35,11,5
128,14,25,35,12,5
128,14,25,35,13,5
128,14,25,35,14,5
128,14,25,36,1,5
128,14,25,36,2,5
128,14,25,36,3,5
128,14,25,36,4,5
128,14,25,36,5,5
128,14,25,36,6,5
128,14,25,36,7,5
128,14,25,36,8,5
128,14,25,36,9,5
128,14,25,36,10,5
128,14,25,36,11,5
128,14,25,36,12,5
128,14,25,36,13,5
128,14,25,36,14,5
128,14,25,37,1,5
128,14,25,37,2,5
128,14,25,37,3,5
128,14,25,37,4,5
128,14,25,37,5,5
128,14,25,37,6,5
128,14,25,37,7,5
128,14,25,37,8,5
128,14,25,37,9,5
128,14,25,37,10,5
128,14,25,37,11,5
128,14,25,37,12,5
128,14,25,37,13,5
128,14,25,37,14,5
128,14,25,38,1,5
128,14,25,38,2,5
128,14,25,38,3,5
128,14,25,38,4,5
128,14,25,38,5,5
128,14,25,38,6,5
128,14,25,38,7,5
128,14,25,38,8,5
128,14,25,38,9,5
128,14,25,38,10,5
128,14,25,38,11,5
128,14,25,38,12,5
128,14,25,38,13,5
128,14,25,38,14,5
128,14,25,39,1,5
128,14,25,39,2,5
128,14,25,39,3,5
128,14,25,39,4,5
128,14,25,39,5,5
128,14,25,39,6,5
128,14,25,39,7,5
128,14,25,39,8,5
128,14,25,39,9,5
128,14,25,39,10,5
128,14,25,39,11,5
128,14,25,39,12,5
128,14,25,39,13,5
128,14,25,39,14,5
128,14,25,40,1,5
128,14,25,40,2,5
128,14,25,40,3,5
128,14,25,40,4,5
128,14,25,40,5,5
128,14,25,40,6,5
128,14,25,40,7,5
128,14,25,40,8,5
128,14,25,40,9,5
128,14,25,40,10,5
128,14,25,40,11,5
128,14,25,40,12,5
128,14,25,40,13,5
128,14,25,40,14,5
128,14,25,41,1,5
128,14,25,41,2,5
128,14,25,41,3,5
128,14,25,41,4,5
128,14,25,41,5,5
128,14,25,41,6,5
128,14,25,41,7,5
128,14,25,41,8,5
128,14,25,41,9,5
128,14,25,41,10,5
128,14,25,41,11,5
128,14,25,41,12,5
128,14,25,41,13,5
128,14,25,41,14,5
128,14,25,42,1,5
128,14,25,42,2,5
128,14,25,42,3,5
128,14,25,42,4,5
128,14,25,42,5,5
128,14,25,42,6,5
128,14,25,42,7,5
128,14,25,42,8,5
128,14,25,42,9,5
128,14,25,42,10,5
128,14,25,42,11,5
128,14,25,42,12,5
128,14,25,42,13,5
128,14,25,42,14,5
128,14,25,43,1,5
128,14,25,43,2,5
128,14,25,43,3,5
128,14,25,43,4,5
128,14,25,43,5,5
128,14,25,43,6,5
128,14,25,43,7,5
128,14,25,43,8,5
128,14,25,43,9,5
128,14,25,43,10,5
128,14,25,43,11,5
128,14,25,43,12,5
128,14,25,43,13,5
128,14,25,43,14,5
128,14,25,44,1,5
128,14,25,44,2,5
128,14,25,44,3,5
128,14,25,44,4,5
128,14,25,44,5,5
128,14,25,44,6,5
128,14,25,44,7,5
128,14,25,44,8,5
128,14,25,44,9,5
128,14,25,44,10,5
128,14,25,44,11,5
128,14,25,44,12,5
128,14,25,44,13,5
128,14,25,44,14,5
128,14,25,45,1,5
128,14,25,45,2,5
128,14,25,45,3,5
128,14,25,45,4,5
128,14,25,45,5,5
128,14,25,45,6,5
128,14,25,45,7,5
128,14,25,45,8,5
128,14,25,45,9,5
128,14,25,45,10,5
128,14,25,45,11,5
128,14,25,45,12,5
128,14,25,45,13,5
128,14,25,45,14,5
128,14,25,46,1,5
128,14,25,46,2,5
128,14,25,46,3,5
128,14,25,46,4,5
128,14,25,46,5,5
128,14,25,46,6,5
128,14,25,46,7,5
128,14,25,46,8,5
128,14,25,46,9,5
128,14,25,46,10,5
128,14,25,46,11,5
128,14,25,46,12,5
128,14,25,46,13,5
128,14,25,46,14,5
128,14,25,47,1,5
128,14,25,47,2,5
128,14,25,47,3,5
128,14,25,47,4,5
128,14,25,47,5,5
128,14,25,47,6,5
128,14,25,47,7,5
128,14,25,47,8,5
128,14,25,47,9,5
128,14,25,47,10,5
128,14,25,47,11,5
128,14,25,47,12,5
128,14,25,47,13,5
128,14,25,47,14,5
128,14,25,48,1,5
128,14,25,48,2,5
128,14,25,48,3,5
128,14,25,48,4,5
128,14,25,48,5,5
128,14,25,48,6,5
128,14,25,48,7,5
128,14,25,48,8,5
128,14,25,48,9,5
128,14,25,48,10,5
128,14,25,48,11,5
128,14,25,48,12,5
128,14,25,48,13,5
128,14,25,49,1,5
128,14,25,49,2,5
128,14,25,49,3,5
128,14,25,49,4,5
128,14,25,49,5,5
128,14,25,49,6,5
128,14,25,49,7,5
128,14,25,49,8,5
128,14,25,49,9,5
128,14,25,49,10,5
128,14,25,49,11,5
128,14,25,49,12,5
128,14,25,49,13,5
128,14,26,28,1,6
128,14,26,28,2,6
128,14,26,28,3,6
128,14,26,28,4,6
128,14,26,28,5,6
128,14,26,28,6,6
128,14,26,28,7,6
128,14,26,28,8,6
128,14,26,28,9,6
128,14,26,28,10,6
128,14,26,28,11,6
128,14,26,28,12,6
128,14,26,28,13,6
128,14,26,28,14,6
128,14,26,29,1,6
128,14,26,29,2,6
128,14,26,29,3,6
128,14,26,29,4,6
128,14,26,29,5,6
128,14,26,29,6,6
128,14,26,29,7,6
128,14,26,29,8,6
128,14,26,29,9,6
128,14,26,29,10,6
128,14,26,29,11,6
128,14,26,29,12,6
128,14,26,29,13,6
128,14,26,29,14,6
128,14,26,30,1,6
128,14,26,30,2,6
128,14,26,30,3,6
128,14,26,30,4,6
128,14,26,30,5,6
128,14,26,30,6,6
128,14,26,30,7,6
128,14,26,30,8,6
128,14,26,30,9,6
128,14,26,30,10,6
128,14,26,30,11,6
128,14,26,30,12,6
128,14,26,30,13,6
128,14,26,30,14,6
128,14,26,31,1,6
128,14,26,31,2,6
128,14,26,31,3,6
128,14,26,31,4,6
128,14,26,31,5,6
128,14,26,31,6,6
128,14,26,31,7,6
128,14,26,31,8,6
128,14,26,31,9,6
128,14,26,31,10,6
128,14,26,31,11,6
128,14,26,31,12,6
128,14,26,31,13,6
128,14,26,31,14,6
128,14,26,32,1,6
128,14,26,32,2,6
128,14,26,32,3,6
128,14,26,32,4,6
128,14,26,32,5,6
128,14,26,32,6,6
128,14,26,32,7,6
128,14,26,32,8,6
128,14,26,32,9,6
128,14,26,32,10,6
128,14,26,32,11,6
128,14,26,32,12,6
128,14,26,32,13,6
128,14,26,32,14,6
128,14,26,33,1,6
128,14,26,33,2,6
128,14,26,33,3,6
128,14,26,33,4,6
128,14,26,33,5,6
128,14,26,33,6,6
128,14,26,33,7,6
128,14,26,33,8,6
128,14,26,33,9,6
128,14,26,33,10,6
128,14,26,33,11,6
128,14,26,33,12,6
128,14,26,33,13,6
128,14,26,33,14,6
128,14,26,34,1,6
128,14,26,34,2,6
128,14,26,34,3,6
128,14,26,34,4,6
128,14,26,34,5,6
128,14,26,34,6,6
128,14,26,34,7,6
128,14,26,34,8,6
128,14,26,34,9,6
128,14,26,34,10,6
128,14,26,34,11,6
128,14,26,34,12,6
128,14,26,34,13,6
128,14,26,35,1,6
128,14,26,35,2,6
128,14,26,35,3,6
128,14,26,35,4,6
128,14,26,35,5,6
128,14,26,35,6,6
128,14,26,35,7,6
128,14,26,35,8,6
128,14,26,35,9,6
128,14,26,35,10,6
128,14,26,35,11,6
128,14,26,35,12,6
128,14,26,35,13,6
128,14,26,36,1,6
128,14,26,36,2,6
128,14,26,36,3,6
128,14,26,36,4,6
128,14,26,36,5,6
128,14,26,36,6,6
128,14,26,36,7,6
128,14,26,36,8,6
128,14,26,36,9,6
128,14,26,36,10,6
128,14,26,36,11,6
128,14,26,36,12,6
128,14,26,36,13,6
128,14,26,37,1,6
128,14,26,37,2,6
128,14,26,37,3,6
128,14,26,37,4,6
128,14,26,37,5,6
128,14,26,37,6,6
128,14,26,37,7,6
128,14,26,37,8,6
128,14,26,37,9,6
128,14,26,37,10,6
128,14,26,37,11,6
128,14,26,37,12,6
128,14,26,37,13,6
128,14,26,38,1,6
128,14,26,38,2,6
128,14,26,38,3,6
128,14,26,38,4,6
128,14,26,38,5,6
128,14,26,38,6,6
128,14,26,38,7,6
128,14,26,38,8,6
128,14,26,38,9,6
128,14,26,38,10,6
128,14,26,38,11,6
128,14,26,38,12,6
128,14,26,38,13,6
128,14,26,39,1,6
128,14,26,39,2,6
128,14,26,39,3,6
128,14,26,39,4,6
128,14,26,39,5,6
128,14,26,39,6,6
128,14,26,39,7,6
128,14,26,39,8,6
128,14,26,39,9,6
128,14,26,39,10,6
128,14,26,39,11,6
128,14,26,39,12,6
128,14,26,39,13,6
128,14,26,40,1,6
128,14,26,40,2,6
128,14,26,40,3,6
128,14,26,40,4,6
128,14,26,40,5,6
128,14,26,40,6,6
128,14,26,40,7,6
128,14,26,40,8,6
128,14,26,40,9,6
128,14,26,40,10,6
128,14,26,40,11,6
128,14,26,40,12,6
128,14,26,40,13,6
128,14,26,41,1,6
128,14,26,41,2,6
128,14,26,41,3,6
128,14,26,41,4,6
128,14,26,41,5,6
128,14,26,41,6,6
128,14,26,41,7,6
128,14,26,41,8,6
128,14,26,41,9,6
128,14,26,41,10,6
128,14,26,41,11,6
128,14,26,41,12,6
128,14,26,41,13,6
128,14,26,42,1,6
128,14,26,42,2,6
128,14,26,42,3,6
128,14,26,42,4,6
128,14,26,42,5,6
128,14,26,42,6,6
128,14,26,42,7,6
128,14,26,42,8,6
128,14,26,42,9,6
128,14,26,42,10,6
128,14,26,42,11,6
128,14,26,42,12,6
128,14,26,42,13,6
128,14,26,43,1,6
128,14,26,43,2,6
128,14,26,43,3,6
128,14,26,43,4,6
128,14,26,43,5,6
128,14,26,43,6,6
128,14,26,43,7,6
128,14,26,43,8,6
128,14,26,43,9,6
128,14,26,43,10,6
128,14,26,43,11,6
128,14,26,43,12,6
128,14,26,43,13,6
128,14,26,44,1,6
128,14,26,44,2,6
128,14,26,44,3,6
128,14,26,44,4,6
128,14,26,44,5,6
128,14,26,44,6,6
128,14,26,44,7,6
128,14,26,44,8,6
128,14,26,44,9,6
128,14,26,44,10,6
128,14,26,44,11,6
128,14,26,44,12,6
128,14,26,44,13,6
128,14,26,45,1,6
128,14,26,45,2,6
128,14,26,45,3,6
128,14,26,45,4,6
128,14,26,45,5,6
128,14,26,45,6,6
128,14,26,45,7,6
128,14,26,45,8,6
128,14,26,45,9,6
128,14,26,45,10,6
128,14,26,45,11,6
128,14,26,45,12,6
128,14,26,45,13,6
128,14,26,46,1,6
128,14,26,46,2,6
128,14,26,46,3,6
128,14,26,46,4,6
128,14,26,46,5,6
128,14,26,46,6,6
128,14,26,46,7,6
128,14,26,46,8,6
128,14,26,46,9,6
128,14,26,46,10,6
128,14,26,46,11,6
128,14,26,46,12,6
128,14,26,46,13,6
128,14,26,47,1,6
128,14,26,47,2,6
128,14,26,47,3,6
128,14,26,47,4,6
128,14,26,47,5,6
128,14,26,47,6,6
128,14,26,47,7,6
128,14,26,47,8,6
128,14,26,47,9,6
128,14,26,47,10,6
128,14,26,47,11,6
128,14,26,47,12,6
128,14,26,47,13,6
128,14,26,48,1,6
128,14,26,48,2,6
128,14,26,48,3,6
128,14,26,48,4,6
128,14,26,48,5,6
128,14,26,48,6,6
128,14,26,48,7,6
128,14,26,48,8,6
128,14,26,48,9,6
128,14,26,48,10,6
128,14,26,48,11,6
128,14,26,48,12,6
128,14,26,48,13,6
128,14,26,49,1,6
128,14,26,49,2,6
128,14,26,49,3,6
128,14,26,49,4,6
128,14,26,49,5,6
128,14,26,49,6,6
128,14,26,49,7,6
128,14,26,49,8,6
128,14,26,49,9,6
128,14,26,49,10,6
128,14,26,49,11,6
128,14,26,49,12,6
128,14,26,49,13,6
128,14,26,50,1,6
128,14,26,50,2,6
128,14,26,50,3,6
128,14,26,50,4,6
128,14,26,50,5,6
128,14,26,50,6,6
128,14,26,50,7,6
128,14,26,50,8,6
128,14,26,50,9,6
128,14,26,50,10,6
128,14,26,50,11,6
128,14,26,50,12,6
128,14,26,50,13,6
128,14,26,51,1,6
128,14,26,51,2,6
128,14,26,51,3,6
128,14,26,51,4,6
128,14,26,51,5,6
128,14,26,51,6,6
128,14,26,51,7,6
128,14,26,51,8,6
128,14,26,51,9,6
128,14,26,51,10,6
128,14,26,51,11,6
128,14,26,51,12,6
128,14,26,51,13,6
128,14,27,29,1,7
128,14,27,29,2,7
128,14,27,29,3,7
128,14,27,29,4,7
128,14,27,29,5,7
128,14,27,29,6,7
128,14,27,29,7,7
128,14,27,29,8,7
128,14,27,29,9,7
128,14,27,29,10,7
128,14,27,29,11,7
128,14,27,29,12,7
128,14,27,29,13,7
128,14,27,30,1,7
128,14,27,30,2,7
128,14,27,30,3,7
128,14,27,30,4,7
128,14,27,30,5,7
128,14,27,30,6,7
128,14,27,30,7,7
128,14,27,30,8,7
128,14,27,30,9,7
128,14,27,30,10,7
128,14,27,30,11,7
128,14,27,30,12,7
128,14,27,30,13,7
128,14,27,31,1,7
128,14,27,31,2,7
128,14,27,31,3,7
128,14,27,31,4,7
128,14,27,31,5,7
128,14,27,31,6,7
128,14,27,31,7,7
128,14,27,31,8,7
128,14,27,31,9,7
128,14,27,31,10,7
128,14,27,31,11,7
128,14,27,31,12,7
128,14,27,31,13,7
128,14,27,32,1,7
128,14,27,32,2,7
128,14,27,32,3,7
128,14,27,32,4,7
128,14,27,32,5,7
128,14,27,32,6,7
128,14,27,32,7,7
128,14,27,32,8,7
128,14,27,32,9,7
128,14,27,32,10,7
128,14,27,32,11,7
128,14,27,32,12,7
128,14,27,32,13,7
128,14,27,33,1,7
128,14,27,33,2,7
128,14,27,33,3,7
128,14,27,33,4,7
128,14,27,33,5,7
128,14,27,33,6,7
128,14,27,33,7,7
128,14,27,33,8,7
128,14,27,33,9,7
128,14,27,33,10,7
128,14,27,33,11,7
128,14,27,33,12,7
128,14,27,33,13,7
128,14,27,34,1,7
128,14,27,34,2,7
128,14,27,34,3,7
128,14,27,34,4,7
128,14,27,34,5,7
128,14,27,34,6,7
128,14,27,34,7,7
128,14,27,34,8,7
128,14,27,34,9,7
128,14,27,34,10,7
128,14,27,34,11,7
128,14,27,34,12,7
128,14,27,34,13,7
128,14,27,35,1,7
128,14,27,35,2,7
128,14,27,35,3,7
128,14,27,35,4,7
128,14,27,35,5,7
128,14,27,35,6,7
128,14,27,35,7,7
128,14,27,35,8,7
128,14,27,35,9,7
128,14,27,35,10,7
128,14,27,35,11,7
128,14,27,35,12,7
128,14,27,35,13,7
128,14,27,36,1,7
128,14,27,36,2,7
128,14,27,36,3,7
128,14,27,36,4,7
128,14,27,36,5,7
128,14,27,36,6,7
128,14,27,36,7,7
128,14,27,36,8,7
128,14,27,36,9,7
128,14,27,36,10,7
128,14,27,36,11,7
128,14,27,36,12,7
128,14,27,36,13,7
128,14,27,37,1,7
128,14,27,37,2,7
128,14,27,37,3,7
128,14,27,37,4,7
128,14,27,37,5,7
128,14,27,37,6,7
128,14,27,37,7,7
128,14,27,37,8,7
128,14,27,37,9,7
128,14,27,37,10,7
128,14,27,37,11,7
128,14,27,37,12,7
128,14,27,37,13,7
128,14,27,38,1,7
128,14,27,38,2,7
128,14,27,38,3,7
128,14,27,38,4,7
128,14,27,38,5,7
128,14,27,38,6,7
128,14,27,38,7,7
128,14,27,38,8,7
128,14,27,38,9,7
128,14,27,38,10,7
128,14,27,38,11,7
128,14,27,38,12,7
128,14,27,38,13,7
128,14,27,39,1,7
128,14,27,39,2,7
128,14,27,39,3,7
128,14,27,39,4,7
128,14,27,39,5,7
128,14,27,39,6,7
128,14,27,39,7,7
128,14,27,39,8,7
128,14,27,39,9,7
128,14,27,39,10,7
128,14,27,39,11,7
128,14,27,39,12,7
128,14,27,39,13,7
128,14,27,40,1,7
128,14,27,40,2,7
128,14,27,40,3,7
128,14,27,40,4,7
128,14,27,40,5,7
128,14,27,40,6,7
128,14,27,40,7,7
128,14,27,40,8,7
128,14,27,40,9,7
128,14,27,40,10,7
128,14,27,40,11,7
128,14,27,40,12,7
128,14,27,40,13,7
128,14,27,41,1,7
128,14,27,41,2,7
128,14,27,41,3,7
128,14,27,41,4,7
128,14,27,41,5,7
128,14,27,41,6,7
128,14,27,41,7,7
128,14,27,41,8,7
128,14,27,41,9,7
128,14,27,41,10,7
128,14,27,41,11,7
128,14,27,41,12,7
128,14,27,41,13,7
128,14,27,42,1,7
128,14,27,42,2,7
128,14,27,42,3,7
128,14,27,42,4,7
128,14,27,42,5,7
128,14,27,42,6,7
128,14,27,42,7,7
128,14,27,42,8,7
128,14,27,42,9,7
128,14,27,42,10,7
128,14,27,42,11,7
128,14,27,42,12,7
128,14,27,42,13,7
128,14,27,43,1,7
128,14,27,43,2,7
128,14,27,43,3,7
128,14,27,43,4,7
128,14,27,43,5,7
128,14,27,43,6,7
128,14,27,43,7,7
128,14,27,43,8,7
128,14,27,43,9,7
128,14,27,43,10,7
128,14,27,43,11,7
128,14,27,43,12,7
128,14,27,43,13,7
128,14,27,44,1,7
128,14,27,44,2,7
128,14,27,44,3,7
128,14,27,44,4,7
128,14,27,44,5,7
128,14,27,44,6,7
128,14,27,44,7,7
128,14,27,44,8,7
128,14,27,44,9,7
128,14,27,44,10,7
128,14,27,44,11,7
128,14,27,44,12,7
128,14,27,44,13,7
128,14,27,45,1,7
128,14,27,45,2,7
128,14,27,45,3,7
128,14,27,45,4,7
128,14,27,45,5,7
128,14,27,45,6,7
128,14,27,45,7,7
128,14,27,45,8,7
128,14,27,45,9,7
128,14,27,45,10,7
128,14,27,45,11,7
128,14,27,45,12,7
128,14,27,45,13,7
128,14,27,46,1,7
128,14,27,46,2,7
128,14,27,46,3,7
128,14,27,46,4,7
128,14,27,46,5,7
128,14,27,46,6,7
128,14,27,46,7,7
128,14,27,46,8,7
128,14,27,46,9,7
128,14,27,46,10,7
128,14,27,46,11,7
128,14,27,46,12,7
128,14,27,46,13,7
128,14,27,47,1,7
128,14,27,47,2,7
128,14,27,47,3,7
128,14,27,47,4,7
128,14,27,47,5,7
128,14,27,47,6,7
128,14,27,47,7,7
128,14,27,47,8,7
128,14,27,47,9,7
128,14,27,47,10,7
128,14,27,47,11,7
128,14,27,47,12,7
128,14,27,48,1,7
128,14,27,48,2,7
128,14,27,48,3,7
128,14,27,48,4,7
128,14,27,48,5,7
128,14,27,48,6,7
128,14,27,48,7,7
128,14,27,48,8,7
128,14,27,48,9,7
128,14,27,48,10,7
128,14,27,48,11,7
128,14,27,48,12,7
128,14,27,49,1,7
128,14,27,49,2,7
128,14,27,49,3,7
128,14,27,49,4,7
128,14,27,49,5,7
128,14,27,49,6,7
128,14,27,49,7,7
128,14,27,49,8,7
128,14,27,49,9,7
128,14,27,49,10,7
128,14,27,49,11,7
128,14,27,49,12,7
128,14,27,50,1,7
128,14,27,50,2,7
128,14,27,50,3,7
128,14,27,50,4,7
128,14,27,50,5,7
128,14,27,50,6,7
128,14,27,50,7,7
128,14,27,50,8,7
128,14,27,50,9,7
128,14,27,50,10,7
128,14,27,50,11,7
128,14,27,50,12,7
128,14,27,51,1,7
128,14,27,51,2,7
128,14,27,51,3,7
128,14,27,51,4,7
128,14,27,51,5,7
128,14,27,51,6,7
128,14,27,51,7,7
128,14,27,51,8,7
128,14,27,51,9,7
128,14,27,51,10,7
128,14,27,51,11,7
128,14,27,51,12,7
128,14,27,52,1,7
128,14,27,52,2,7
128,14,27,52,3,7
128,14,27,52,4,7
128,14,27,52,5,7
128,14,27,52,6,7
128,14,27,52,7,7
128,14,27,52,8,7
128,14,27,52,9,7
128,14,27,52,10,7
128,14,27,52,11,7
128,14,27,52,12,7
128,14,27,53,1,7
128,14,27,53,2,7
128,14,27,53,3,7
128,14,27,53,4,7
128,14,27,53,5,7
128,14,27,53,6,7
128,14,27,53,7,7
128,14,27,53,8,7
128,14,27,53,9,7
128,14,27,53,10,7
128,14,27,53,11,7
128,14,27,53,12,7
128,14,28,30,1,8
128,14,28,30,2,8
128,14,28,30,3,8
128,14,28,30,4,8
128,14,28,30,5,8
128,14,28,30,6,8
128,14,28,30,7,8
128,14,28,30,8,8
128,14,28,30,9,8
128,14,28,30,10,8
128,14,28,30,11,8
128,14,28,30,12,8
128,14,28,30,13,8
128,14,28,31,1,8
128,14,28,31,2,8
128,14,28,31,3,8
128,14,28,31,4,8
128,14,28,31,5,8
128,14,28,31,6,8
128,14,28,31,7,8
128,14,28,31,8,8
128,14,28,31,9,8
128,14,28,31,10,8
128,14,28,31,11,8
128,14,28,31,12,8
128,14,28,31,13,8
128,14,28,32,1,8
128,14,28,32,2,8
128,14,28,32,3,8
128,14,28,32,4,8
128,14,28,32,5,8
128,14,28,32,6,8
128,14,28,32,7,8
128,14,28,32,8,8
128,14,28,32,9,8
128,14,28,32,10,8
128,14,28,32,11,8
128,14,28,32,12,8
128,14,28,32,13,8
128,14,28,33,1,8
128,14,28,33,2,8
128,14,28,33,3,8
128,14,28,33,4,8
128,14,28,33,5,8
128,14,28,33,6,8
128,14,28,33,7,8
128,14,28,33,8,8
128,14,28,33,9,8
128,14,28,33,10,8
128,14,28,33,11,8
128,14,28,33,12,8
128,14,28,33,13,8
128,14,28,34,1,8
128,14,28,34,2,8
128,14,28,34,3,8
128,14,28,34,4,8
128,14,28,34,5,8
128,14,28,34,6,8
128,14,28,34,7,8
128,14,28,34,8,8
128,14,28,34,9,8
128,14,28,34,10,8
128,14,28,34,11,8
128,14,28,34,12,8
128,14,28,35,1,8
128,14,28,35,2,8
128,14,28,35,3,8
128,14,28,35,4,8
128,14,28,35,5,8
128,14,28,35,6,8
128,14,28,35,7,8
128,14,28,35,8,8
128,14,28,35,9,8
128,14,28,35,10,8
128,14,28,35,11,8
128,14,28,35,12,8
128,14,28,36,1,8
128,14,28,36,2,8
128,14,28,36,3,8
128,14,28,36,4,8
128,14,28,36,5,8
128,14,28,36,6,8
128,14,28,36,7,8
128,14,28,36,8,8
128,14,28,36,9,8
128,14,28,36,10,8
